label,text
0,RT @realDonaldTrumpI am so happy to have helped in saving TikTok! It will now be owned by a group of Great American Patriots and Investors; the Biggest in the World; and will be an important Voice. Along with other factors; it was responsible for my doing so well with the Youth Vote in the 2024 Presidential Election. I only hope that long into the future I will be remembered by those who use and love TikTok. Thank you to Vice President JD Vance; and all of the others within my Administration; who helped bring this Deal to a very dramatic; final; and beautiful conclusion. I would also like to thank President Xi; of China; for working with us and; ultimately; approving the Deal. He could have gone the other way; but didn’t; and is appreciated for his decision. PRESIDENT DONALD J. TRUMP
0,RT @realDonaldTrumpDear Prime Minister Carney: Please let this Letter serve to represent that the Board of Peace is withdrawing its invitation to you regarding Canada’s joining; what will be; the most prestigious Board of Leaders ever assembled; at any time. Thank you for your attention to this matter! DONALD J. TRUMPPRESIDENT OF THE UNITED STATES OF AMERICA
0,RT @realDonaldTrumpMaybe we should have put NATO to the test: Invoked Article 5; and forced NATO to come here and protect our Southern Border from further Invasions of Illegal Immigrants; thus freeing up large numbers of Border Patrol Agents for other tasks.
0,RT @realDonaldTrumpGavin Newscum; as a “Lame Duck” Governor of a Failing State; should not be at Davos running around screaming for the attention of Foreign Leaders; and embarrassing our Country. He made a mockery of himself; and everybody; including his staff; knows it! He should get the permits so that people can build their homes destroyed by the fire that he could have prevented if he would have allowed water to flow from the Pacific Northwest. He should finish his monstrously “overbudget and behind schedule” Railroad; from San Francisco to L.A.; one of the Greatest Public Disasters in History; and focus on stopping Crime in the streets of California Cities — Then finish out his term; and GO HOME! With a record like he’s got; the ruination of one of the most beautiful places on Earth; where people are leaving in droves; it is unimaginable that he could run for President but; who knows; it’s a very strange World!
0,RT @realDonaldTrumpMortgage Rates just hit a Three Year Low despite Jerome “Too Late” Powell; and his never ending quest to keep Interest Rates high (against “TRUMP!”). It just shows that he has been wrong all along; because the Market is overtaking his obstinance. The Fed has been hurt and discredited during Too Late’s reign!
0,RT @realDonaldTrumpHighly Respected Senator; “Coach” Tommy Tuberville; is running for Governor of Alabama; a place I love and WON BIG; six times; including Primaries; in 2016; 2020; and 2024! A former SEC Championship winning College Football Coach; and now; as a Highly Respected U.S. Senator; Tommy has proven he has the Courage and Wisdom to deliver strong results for the incredible people of his wonderful State and Nation. He is a Lifelong Leader; both on and off the field — A true WINNER! As your next Governor; “Coach” will work tirelessly to Grow the Economy; Cut Taxes and Regulations; Promote MADE IN THE U.S.A.; Champion American Energy DOMINANCE; Keep our Border SECURE; Stop Migrant Crime; Ensure LAW AND ORDER; Strengthen our Military/Veterans; Safeguard our Elections; and Protect our always under siege Second Amendment. I was proud to endorse “Coach” when he ran for the Senate in 2020; and am honored to do so again. I’d love to keep him as a Senator; because he was great; but he wants to be the Governor in the State he loves; and that’s OK with me! Tommy Tuberville has my Complete and Total Endorsement to be the next Governor of the Great State of Alabama – COACH TUBERVILLE WILL NEVER LET YOU DOWN!
0,"RT @realDonaldTrumpI am hearing that Bluffton City Councilman Blake Fiechter; a True America First Patriot; is considering a primary challenge against “RINO” State Senator Travis Holdman; in Indiana’s 19th Senate District who; for whatever reason; voted against Redistricting in Indiana; in a District that I won by 39 points; which puts the United States Congress in jeopardy. Holdman and his RINO friends made Indiana; a State I love and have been very good to; the only State in the Country that essentially said they don’t care about what happens in the United States Congress. We could have easily picked up two seats in Indiana; so Holdman; an America Last politician; put our Majority in the House of Representatives at risk; thereby putting our Country in a very dangerous position in losing some of the magnificent gains that we have made over the last year; since I assumed the Office of President. On the other hand; Blake Fiechter; a very successful Real Estate Broker; Proud Husband; Loving Father to three girls; and a Highly Respected Councilman in the wonderful City of Bluffton; has dedicated his life to serving the Community which he loves so much. As your next State Senator; Blake would fight tirelessly to Protect ""Hoosier"" Values; Promote our Amazing Farmers and Ranchers; Grow our Economy; Cut Taxes and Regulations; Advance MADE IN THE U.S.A.; Promote American Energy DOMINANCE; Keep our Border SECURE; Support our Brave Military; Veterans; and Law Enforcement; Ensure LAW AND ORDER; Safeguard our Elections; and Protect our always under siege Second Amendment.  Should he decide to enter this Race; and hopefully he will; Blake Fiechter has my Complete and Total Endorsement against RINO Travis Holdman. RUN; BLAKE; RUN!"
0,RT @realDonaldTrumpThe people who brought the Tariff Litigation against our Country; now in the United States Supreme Court; are strongly China oriented; and very upset by the fact that the United States is doing so well — GIANT GROWTH AND INVESTMENT; ALMOST NO INFLATION! These people; in some cases Americans; should be ashamed of themselves. MAKE AMERICA GREAT AGAIN!
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942994713320602
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942990576577515
0,Trump Launches Promised ‘Board of Peace’ at Davos: https://www.breitbart.com/europe/2026/01/22/trump-launches-promised-board-of-peace-at-davos/
0,Trump; world leaders sign Gaza Board of Peace charter at World Economic Forum: https://justthenews.com/government/diplomacy/trump-world-leaders-sign-gaza-board-peace-charter-world-economic-forum/
0,The Trump obsession: https://thehill.com/opinion/white-house/5625799-the-trump-obsession/
0,Trump Team Is America’s Greatest Since the Soviet Union’s Collapse: https://amac.us/newsline/politics/trump-team-is-americas-greatest-since-the-soviet-unions-collapse/
0,Exclusive: Transcripts Show Trump Spoke for over 13;400 Minutes in 2025; Talked to Press at 74 Percent of Events: https://www.breitbart.com/politics/2026/01/06/exclusive-transcripts-show-trump-spoke-for-over-13400-minutes-in-2025-talked-to-press-at-74-percent-of-events/
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942952756807016
0,A MUST WATCH. Canada is systematically destroying itself. The China deal is a disaster for them. Will go down as one of the worst deals; of any kind; in history. All their businesses are moving to the USA. I want to see Canada SURVIVE AND THRIVE! President DJT
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115952240781270662
0,This is the gunman’s gun; loaded (with two additional full magazines!); and ready to go – What is that all about? Where are the local Police? Why weren’t they allowed to protect ICE Officers? The Mayor and the Governor called them off? It is stated that many of these Police were not allowed to do their job; that ICE had to protect themselves — Not an easy thing to do! Why does Ilhan Omar have $34 Million Dollars in her account? And where are the Tens of Billions of Dollars that have been stolen from the once Great State of Minnesota? We are there because of massive Monetary Fraud; with Billions of Dollars missing; and Illegal Criminals that were allowed to infiltrate the State through the Democrats’ Open Border Policy. We want the money back; and we want it back; NOW. Those Fraudsters who stole the money are going to jail; where they belong! This is no different than a really big Bank Robbery. Much of what you’re witnessing is a COVER UP for this Theft and Fraud. The Mayor and the Governor are inciting Insurrection; with their pompous; dangerous; and arrogant rhetoric! Instead; these sanctimonious political fools should be looking for the Billions of Dollars that has been stolen from the people of Minnesota; and the United States of America. LET OUR ICE PATRIOTS DO THEIR JOB! 12;000 Illegal Alien Criminals; many of them violent; have been arrested and taken out of Minnesota. If they were still there; you would see something far worse than you are witnessing today!
0,I have been briefed on the Record Cold Wave and Historic Winter Storm that will be hitting much of the United States this weekend. The Trump Administration is coordinating with State and Local Officials. FEMA is fully prepared to respond. Stay Safe and Stay Warm! President DJT
0,One month before a monster took him away from us; the Great Charlie Kirk finished his final Book; “Stop; in the Name of God: Why Honoring the Sabbath Will Transform Your Life.” As Charlie often said; “If I’m to be known for anything; I want to be known for being courageous for my Faith.” Charlie cared deeply about God and Country and; in this powerful book; his Wisdom; Courage; and Conviction inspires us all to turn to God for guidance against the Evil in this World; which we too can overcome; SO HELP US GOD. Get your copy today at 45books.com; or anywhere books are sold!https://45books.com
0,COUNTDOWN: 7 Days until the World will witness an unforgettable; behind-the-scenes; look at one of the most important events of our time.MELANIA: TWENTY DAYS TO HISTORY:https://www.amazon.com/salp/melaniamovie?hhf
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942941878271585
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942939505867893
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942935122938870
0,https://x.com/thescif/status/2013775023174041699?s=10
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942928642310793
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942926015949034
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942923974394234
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942909711696332
0,https://x.com/thescif/status/2013695055333036195?s=10
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942901786435347
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942899488386629
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942897150403839
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942894962284011
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942891320427170
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942880305077733
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942875404473282
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942870766839354
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942866344000585
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942860600639196
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942855539822977
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942852464420212
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942849468525852
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942831810575684
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942828810959361
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942826211863292
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942817245193145
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942812398632804
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942809720926780
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942494716954827
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942492881165332
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942490823846307
0,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115942487099453568
0,I am so happy to have helped in saving TikTok! It will now be owned by a group of Great American Patriots and Investors; the Biggest in the World; and will be an important Voice. Along with other factors; it was responsible for my doing so well with the Youth Vote in the 2024 Presidential Election. I only hope that long into the future I will be remembered by those who use and love TikTok. Thank you to Vice President JD Vance; and all of the others within my Administration; who helped bring this Deal to a very dramatic; final; and beautiful conclusion. I would also like to thank President Xi; of China; for working with us and; ultimately; approving the Deal. He could have gone the other way; but didn’t; and is appreciated for his decision. PRESIDENT DONALD J. TRUMP
0,Dear Prime Minister Carney: Please let this Letter serve to represent that the Board of Peace is withdrawing its invitation to you regarding Canada’s joining; what will be; the most prestigious Board of Leaders ever assembled; at any time. Thank you for your attention to this matter! DONALD J. TRUMPPRESIDENT OF THE UNITED STATES OF AMERICA
0,Trump in Davos: 'When America Booms; the Entire World Booms': https://www.newsmax.com/newsfront/donald-trump-davos-economy/2026/01/21/id/1242951/
0,Maybe we should have put NATO to the test: Invoked Article 5; and forced NATO to come here and protect our Southern Border from further Invasions of Illegal Immigrants; thus freeing up large numbers of Border Patrol Agents for other tasks.
0,Gavin Newscum; as a “Lame Duck” Governor of a Failing State; should not be at Davos running around screaming for the attention of Foreign Leaders; and embarrassing our Country. He made a mockery of himself; and everybody; including his staff; knows it! He should get the permits so that people can build their homes destroyed by the fire that he could have prevented if he would have allowed water to flow from the Pacific Northwest. He should finish his monstrously “overbudget and behind schedule” Railroad; from San Francisco to L.A.; one of the Greatest Public Disasters in History; and focus on stopping Crime in the streets of California Cities — Then finish out his term; and GO HOME! With a record like he’s got; the ruination of one of the most beautiful places on Earth; where people are leaving in droves; it is unimaginable that he could run for President but; who knows; it’s a very strange World!
0,Mortgage Rates just hit a Three Year Low despite Jerome “Too Late” Powell; and his never ending quest to keep Interest Rates high (against “TRUMP!”). It just shows that he has been wrong all along; because the Market is overtaking his obstinance. The Fed has been hurt and discredited during Too Late’s reign!
0,Highly Respected Senator; “Coach” Tommy Tuberville; is running for Governor of Alabama; a place I love and WON BIG; six times; including Primaries; in 2016; 2020; and 2024! A former SEC Championship winning College Football Coach; and now; as a Highly Respected U.S. Senator; Tommy has proven he has the Courage and Wisdom to deliver strong results for the incredible people of his wonderful State and Nation. He is a Lifelong Leader; both on and off the field — A true WINNER! As your next Governor; “Coach” will work tirelessly to Grow the Economy; Cut Taxes and Regulations; Promote MADE IN THE U.S.A.; Champion American Energy DOMINANCE; Keep our Border SECURE; Stop Migrant Crime; Ensure LAW AND ORDER; Strengthen our Military/Veterans; Safeguard our Elections; and Protect our always under siege Second Amendment. I was proud to endorse “Coach” when he ran for the Senate in 2020; and am honored to do so again. I’d love to keep him as a Senator; because he was great; but he wants to be the Governor in the State he loves; and that’s OK with me! Tommy Tuberville has my Complete and Total Endorsement to be the next Governor of the Great State of Alabama – COACH TUBERVILLE WILL NEVER LET YOU DOWN!
0,I am hearing that Alabama GOP Chairman; John Wahl; a true MAGA Warrior and America First Patriot; is considering launching his Campaign for Lieutenant Governor; and I hope he does! John has been with us from the very beginning; and has been key to our many Republican Victories in the Great State of Alabama; a State that I won with the Highest Vote in Alabama History; including my HISTORIC WINS in 2016; 2020; and 2024! As your next Lieutenant Governor; John would fight tirelessly to Grow the Economy; Cut Taxes and Regulations; Promote MADE IN THE U.S.A.; Support our Amazing Farmers and Fishermen; Unleash American Energy DOMINANCE; Keep our Border SECURE; Stop Migrant Crime; Ensure LAW AND ORDER; Strengthen our Brave Military/Veterans; Safeguard our Elections; and Defend our always under siege Second Amendment. Should he decide to enter this Race; John Wahl has my Complete and Total Endorsement. RUN; JOHN; RUN!
0,"I am hearing that Bluffton City Councilman Blake Fiechter; a True America First Patriot; is considering a primary challenge against “RINO” State Senator Travis Holdman; in Indiana’s 19th Senate District who; for whatever reason; voted against Redistricting in Indiana; in a District that I won by 39 points; which puts the United States Congress in jeopardy. Holdman and his RINO friends made Indiana; a State I love and have been very good to; the only State in the Country that essentially said they don’t care about what happens in the United States Congress. We could have easily picked up two seats in Indiana; so Holdman; an America Last politician; put our Majority in the House of Representatives at risk; thereby putting our Country in a very dangerous position in losing some of the magnificent gains that we have made over the last year; since I assumed the Office of President. On the other hand; Blake Fiechter; a very successful Real Estate Broker; Proud Husband; Loving Father to three girls; and a Highly Respected Councilman in the wonderful City of Bluffton; has dedicated his life to serving the Community which he loves so much. As your next State Senator; Blake would fight tirelessly to Protect ""Hoosier"" Values; Promote our Amazing Farmers and Ranchers; Grow our Economy; Cut Taxes and Regulations; Advance MADE IN THE U.S.A.; Promote American Energy DOMINANCE; Keep our Border SECURE; Support our Brave Military; Veterans; and Law Enforcement; Ensure LAW AND ORDER; Safeguard our Elections; and Protect our always under siege Second Amendment.  Should he decide to enter this Race; and hopefully he will; Blake Fiechter has my Complete and Total Endorsement against RINO Travis Holdman. RUN; BLAKE; RUN!"
